a	20.2151	84	1	35
a	20.2245	85	1	36
a	20.3152	86	1	37
a	20.5879	87	1	38
d	20.7771	48	1	39
s1	20.7771	49	1	38
d	20.7787	49	1	38
s1	20.7787	50	1	37
d	20.7794	50	1	37
s1	20.7794	51	1	36
d	20.936	51	1	36
s1	20.936	52	1	35
d	20.9596	52	1	35
s1	20.9596	53	1	34
d	20.9968	53	1	34
s1	20.9968	54	1	33
a	21.0189	88	1	33
a	21.2414	89	1	34
a	21.3577	90	1	35
a	21.4837	91	1	36
d	21.4906	54	1	37
s1	21.4906	55	1	36
a	21.6824	92	1	36
a	21.7217	93	1	37
d	21.7449	55	1	38
s1	21.7449	56	1	37
a	21.7686	94	1	37
d	21.9017	56	1	38
s1	21.9017	57	1	37
a	21.911	95	1	37
a	22.0582	96	1	38
a	22.0831	97	1	39
a	22.4369	98	1	40
d	22.4655	57	1	41
s1	22.4655	58	1	40
a	22.5627	99	1	40
d	22.5851	58	1	41
s1	22.5851	59	1	40
d	22.8198	59	1	40
s1	22.8198	60	1	39
a	22.8242	100	1	39
d	22.979	60	1	40
s1	22.979	61	1	39
d	23.6134	61	1	39
s1	23.6134	62	1	38
d	23.748	62	1	38
s1	23.748	63	1	37
d	24.133	63	1	37
s1	24.133	64	1	36
d	24.528	64	1	36
s1	24.528	65	1	35
d	24.5747	65	1	35
s1	24.5747	66	1	34
d	24.6732	66	1	34
s1	24.6732	67	1	33
d	25.0459	67	1	33
s1	25.0459	68	1	32
d	25.9023	68	1	32
s1	25.9023	69	1	31
d	26.305	69	1	31
s1	26.305	70	1	30
d	26.6817	70	1	30
s1	26.6817	71	1	29
d	27.0679	71	1	29
s1	27.0679	72	1	28
d	27.0872	72	1	28
s1	27.0872	73	1	27
d	27.9945	73	1	27
s1	27.9945	74	1	26
d	28.0388	74	1	26
s1	28.0388	75	1	25
d	28.4164	75	1	25
s1	28.4164	76	1	24
d	28.6441	76	1	24
s1	28.6441	77	1	23
d	29.0564	77	1	23
s1	29.0564	78	1	22
d	29.2925	78	1	22
s1	29.2925	79	1	21
d	29.5257	79	1	21
s1	29.5257	80	1	20
d	29.7506	80	1	20
s1	29.7506	81	1	19
d	29.8752	81	1	19
s1	29.8752	82	1	18
d	30.1847	82	1	18
s1	30.1847	83	1	17
d	30.3424	83	1	17
s1	30.3424	84	1	16
d	30.5792	84	1	16
s1	30.5792	85	1	15
d	30.8123	85	1	15
s1	30.8123	86	1	14
d	31.0099	86	1	14
s1	31.0099	87	1	13
d	31.5879	87	1	13
s1	31.5879	88	1	12
d	31.6868	88	1	12
s1	31.6868	89	1	11
d	31.8505	89	1	11
s1	31.8505	90	1	10
d	32.8119	90	1	10
s1	32.8119	91	1	9
d	32.8605	91	1	9
s1	32.8605	92	1	8
d	32.9131	92	1	8
s1	32.9131	93	1	7
d	33.6024	93	1	7
s1	33.6024	94	1	6
d	34.5087	94	1	6
s1	34.5087	95	1	5
d	34.6467	95	1	5
s1	34.6467	96	1	4
d	34.7182	96	1	4
s1	34.7182	97	1	3
d	34.8824	97	1	3
s1	34.8824	98	1	2
d	35.0363	98	1	2
s1	35.0363	99	1	1
d	35.4935	99	1	1
s1	35.4935	100	1	0
d	35.5457	100	0	0
