trace file for the simulation
format of the file
<event> <time> <item id> <server1 status> <server2 status> <queue size>

a	8.07382	70	1	1	3
a	8.0796	71	1	1	4
a	8.0887	72	1	1	5
d	8.1317	66	1	1	6
s	8.1317	67	1	1	5
a	8.15522	73	1	1	5
d	8.23784	67	1	1	6
s	8.23784	68	1	1	5
a	8.23871	74	1	1	5
a	8.25717	75	1	1	6
d	8.33593	68	1	1	7
s	8.33593	69	1	1	6
a	8.38486	76	1	1	6
d	8.41444	69	1	1	7
s	8.41444	70	1	1	6
d	8.41616	70	1	1	6
s	8.41616	71	1	1	5
a	8.52957	77	1	1	5
d	8.5373	71	1	1	6
s	8.5373	72	1	1	5
a	8.56316	78	1	1	5
d	8.59399	72	1	1	6
s	8.59399	73	1	1	5
d	8.62126	73	1	1	5
s	8.62126	74	1	1	4
d	8.63877	74	1	1	4
s	8.63877	75	1	1	3
d	8.73099	75	1	1	3
s	8.73099	76	1	1	2
a	8.74424	79	1	1	2
a	8.75717	80	1	1	3
d	8.80013	76	1	1	4
s	8.80013	77	1	1	3
d	8.80067	77	1	1	3
s	8.80067	78	1	1	2
d	8.85643	78	1	1	2
s	8.85643	79	1	1	1
d	9.155	79	1	1	1
s	9.155	80	1	1	0
a	9.15659	81	1	1	0
d	9.21824	80	1	1	1
s	9.21824	81	1	1	0
d	9.23531	81	0	0
a	9.33877	82	0	0	0
s	9.33877	82	1	0	0
a	9.38534	83	1	0	0
s	9.38534	83	1	1	0
a	9.40443	84	1	1	0
d	9.54737	83	1	1	1
s	9.54737	84	1	1	0
a	9.63698	85	1	1	0
a	9.66997	86	1	1	1
d	9.76816	84	1	1	2
s	9.76816	85	1	1	1
d	9.77424	85	1	1	1
s	9.77424	86	1	1	0
a	9.79866	87	1	1	0
d	9.89939	86	1	1	1
s	9.89939	87	1	1	0
a	9.91974	88	1	1	0
a	9.95425	89	1	1	1
a	9.97434	90	1	1	2
a	10.0127	91	1	1	3
a	10.0694	92	1	1	4
d	10.0958	87	1	1	5
s	10.0958	88	1	1	4
a	10.1018	93	1	1	4
d	10.2334	88	1	1	5
s	10.2334	89	1	1	4
a	10.3168	94	1	1	4
a	10.6275	95	1	1	5
a	10.6515	96	1	1	6
a	10.6692	97	1	1	7
a	10.8423	98	1	1	8
d	10.8761	89	1	1	9
s	10.8761	90	1	1	8
d	10.9353	90	1	1	8
s	10.9353	91	1	1	7
a	11.082	99	1	1	7
a	11.3235	100	1	1	8
d	11.3604	91	1	1	9
s	11.3604	92	1	1	8
d	11.3888	92	1	1	8
s	11.3888	93	1	1	7
a	11.4111	101	1	1	7
d	11.4265	93	1	1	8
s	11.4265	94	1	1	7
a	11.4789	102	1	1	7
a	11.571	103	1	1	8
d	11.687	94	1	1	9
s	11.687	95	1	1	8
d	11.7232	95	1	1	8
s	11.7232	96	1	1	7
a	11.7487	104	1	1	7
a	11.8408	105	1	1	8
d	11.8469	96	1	1	9
s	11.8469	97	1	1	8
d	11.9017	97	1	1	8
s	11.9017	98	1	1	7
d	11.9648	98	1	1	7
s	11.9648	99	1	1	6
a	12.0029	106	1	1	6
d	12.0112	99	1	1	7
s	12.0112	100	1	1	6
d	12.0797	100	1	1	6
s	12.0797	101	1	1	5
d	12.0834	101	1	1	5
s	12.0834	102	1	1	4
d	12.1197	102	1	1	4
s	12.1197	103	1	1	3
d	12.1275	103	1	1	3
s	12.1275	104	1	1	2
a	12.2064	107	1	1	2
d	12.2936	104	1	1	3
s	12.2936	105	1	1	2
a	12.3276	108	1	1	2
a	12.3281	109	1	1	3
a	12.4151	110	1	1	4
a	12.4153	111	1	1	5
d	12.466	105	1	1	6
s	12.466	106	1	1	5
d	12.513	106	1	1	5
s	12.513	107	1	1	4
a	12.6739	112	1	1	4
d	12.749	107	1	1	5
s	12.749	108	1	1	4
d	12.7561	108	1	1	4
s	12.7561	109	1	1	3
a	12.7657	113	1	1	3
a	12.7781	114	1	1	4
a	12.9156	115	1	1	5
d	13.0589	109	1	1	6
s	13.0589	110	1	1	5
a	13.0803	116	1	1	5
d	13.0852	110	1	1	6
s	13.0852	111	1	1	5
a	13.1791	117	1	1	5
a	13.2308	118	1	1	6
d	13.2451	111	1	1	7
s	13.2451	112	1	1	6
a	13.2868	119	1	1	6
d	13.3246	112	1	1	7
s	13.3246	113	1	1	6
a	13.3716	120	1	1	6
d	13.3761	113	1	1	7
s	13.3761	114	1	1	6
d	13.3918	114	1	1	6
s	13.3918	115	1	1	5
d	13.4106	115	1	1	5
s	13.4106	116	1	1	4
a	13.4221	121	1	1	4
d	13.4576	116	1	1	5
s	13.4576	117	1	1	4
a	13.4584	122	1	1	4
d	13.5146	117	1	1	5
s	13.5146	118	1	1	4
a	13.5674	123	1	1	4
a	13.6012	124	1	1	5
a	13.6666	125	1	1	6
a	13.6776	126	1	1	7
d	13.6837	118	1	1	8
s	13.6837	119	1	1	7
a	13.8349	127	1	1	7
d	13.8503	119	1	1	8
s	13.8503	120	1	1	7
d	13.8862	120	1	1	7
s	13.8862	121	1	1	6
a	13.8908	128	1	1	6
d	13.9399	121	1	1	7
s	13.9399	122	1	1	6
a	14.007	129	1	1	6
d	14.0103	122	1	1	7
s	14.0103	123	1	1	6
d	14.0403	123	1	1	6
s	14.0403	124	1	1	5
d	14.0894	124	1	1	5
s	14.0894	125	1	1	4
d	14.1372	125	1	1	4
s	14.1372	126	1	1	3
d	14.1741	126	1	1	3
s	14.1741	127	1	1	2
d	14.1959	127	1	1	2
s	14.1959	128	1	1	1
a	14.2871	130	1	1	1
a	14.3484	131	1	1	2
a	14.3642	132	1	1	3
a	14.3745	133	1	1	4
d	14.3862	128	1	1	5
s	14.3862	129	1	1	4
d	14.418	129	1	1	4
s	14.418	130	1	1	3
a	14.4286	134	1	1	3
a	14.4734	135	1	1	4
a	14.4761	136	1	1	5
a	14.6044	137	1	1	6
a	14.667	138	1	1	7
d	14.7321	130	1	1	8
s	14.7321	131	1	1	7
a	14.7987	139	1	1	7
d	14.9071	131	1	1	8
s	14.9071	132	1	1	7
d	14.9211	132	1	1	7
s	14.9211	133	1	1	6
d	14.9372	133	1	1	6
s	14.9372	134	1	1	5
d	14.9667	134	1	1	5
s	14.9667	135	1	1	4
a	15.0454	140	1	1	4
d	15.1533	135	1	1	5
s	15.1533	136	1	1	4
a	15.1696	141	1	1	4
d	15.4066	136	1	1	5
s	15.4066	137	1	1	4
d	15.4511	137	1	1	4
s	15.4511	138	1	1	3
a	15.4551	142	1	1	3
d	15.471	138	1	1	4
s	15.471	139	1	1	3
a	15.5225	143	1	1	3
d	15.5512	139	1	1	4
s	15.5512	140	1	1	3
a	15.6219	144	1	1	3
d	15.672	140	1	1	4
s	15.672	141	1	1	3
a	15.7068	145	1	1	3
d	15.7411	141	1	1	4
s	15.7411	142	1	1	3
d	15.8541	142	1	1	3
s	15.8541	143	1	1	2
d	15.8845	143	1	1	2
s	15.8845	144	1	1	1
a	15.9157	146	1	1	1
a	15.9368	147	1	1	2
a	15.9415	148	1	1	3
a	15.9565	149	1	1	4
a	15.9922	150	1	1	5
d	16.0004	144	1	1	6
s	16.0004	145	1	1	5
d	16.0061	145	1	1	5
s	16.0061	146	1	1	4
a	16.126	151	1	1	4
d	16.2123	146	1	1	5
s	16.2123	147	1	1	4
d	16.2365	147	1	1	4
s	16.2365	148	1	1	3
d	16.3011	148	1	1	3
s	16.3011	149	1	1	2
d	16.3505	149	1	1	2
s	16.3505	150	1	1	1
d	16.355	150	1	1	1
s	16.355	151	1	1	0
a	16.4285	152	1	1	0
a	16.4432	153	1	1	1
a	16.4904	154	1	1	2
a	16.6163	155	1	1	3
d	16.6178	151	1	1	4
s	16.6178	152	1	1	3
d	16.6861	152	1	1	3
s	16.6861	153	1	1	2
d	16.8343	153	1	1	2
s	16.8343	154	1	1	1
a	16.8669	156	1	1	1
a	16.8762	157	1	1	2
a	16.9424	158	1	1	3
d	16.958	154	1	1	4
s	16.958	155	1	1	3
a	16.9881	159	1	1	3
a	17.0668	160	1	1	4
a	17.1746	161	1	1	5
d	17.1747	155	1	1	6
s	17.1747	156	1	1	5
d	17.1979	156	1	1	5
s	17.1979	157	1	1	4
a	17.2523	162	1	1	4
d	17.2653	157	1	1	5
s	17.2653	158	1	1	4
d	17.3027	158	1	1	4
s	17.3027	159	1	1	3
a	17.3591	163	1	1	3
d	17.3658	159	1	1	4
s	17.3658	160	1	1	3
a	17.4147	164	1	1	3
d	17.4587	160	1	1	4
s	17.4587	161	1	1	3
d	17.4932	161	1	1	3
s	17.4932	162	1	1	2
d	17.7228	162	1	1	2
s	17.7228	163	1	1	1
d	17.7702	163	1	1	1
s	17.7702	164	1	1	0
d	17.7849	164	0	0
a	17.9852	165	0	0	0
s	17.9852	165	1	0	0
a	18.0176	166	1	0	0
s	18.0176	166	1	1	0
d	18.0875	166	0	0
a	18.1251	167	0	0	0
s	18.1251	167	1	0	0
d	18.1492	167	0	0
a	18.1909	168	0	0	0
s	18.1909	168	1	0	0
a	18.196	169	1	0	0
s	18.196	169	1	1	0
d	18.242	169	0	0
a	18.3886	170	0	0	0
s	18.3886	170	1	0	0
d	18.4869	170	0	0
a	18.6139	171	0	0	0
s	18.6139	171	1	0	0
a	18.6194	172	1	0	0
s	18.6194	172	1	1	0
d	18.6686	172	0	0
a	19.0174	173	0	0	0
s	19.0174	173	1	0	0
d	19.1283	173	0	0
a	19.3378	174	0	0	0
s	19.3378	174	1	0	0
d	19.3826	174	0	0
a	19.5632	175	0	0	0
s	19.5632	175	1	0	0
a	19.5794	176	1	0	0
s	19.5794	176	1	1	0
a	19.6156	177	1	1	0
d	19.631	176	1	1	1
s	19.631	177	1	1	0
a	19.6332	178	1	1	0
a	19.8629	179	1	1	1
a	19.9013	180	1	1	2
a	19.9549	181	1	1	3
d	20.0531	177	1	1	4
s	20.0531	178	1	1	3
a	20.1244	182	1	1	3
a	20.322	183	1	1	4
d	20.325	178	1	1	5
s	20.325	179	1	1	4
a	20.3744	184	1	1	4
d	20.4326	179	1	1	5
s	20.4326	180	1	1	4
a	20.5012	185	1	1	4
d	20.5327	180	1	1	5
s	20.5327	181	1	1	4
a	20.5472	186	1	1	4
d	20.5547	181	1	1	5
s	20.5547	182	1	1	4
a	20.5711	187	1	1	4
d	20.6188	182	1	1	5
s	20.6188	183	1	1	4
a	20.6258	188	1	1	4
a	20.6374	189	1	1	5
d	20.6414	183	1	1	6
s	20.6414	184	1	1	5
d	20.6876	184	1	1	5
s	20.6876	185	1	1	4
d	20.7786	185	1	1	4
s	20.7786	186	1	1	3
a	20.8521	190	1	1	3
d	20.9158	186	1	1	4
s	20.9158	187	1	1	3
d	20.9314	187	1	1	3
s	20.9314	188	1	1	2
a	21.0734	191	1	1	2
a	21.1677	192	1	1	3
d	21.203	188	1	1	4
s	21.203	189	1	1	3
a	21.2295	193	1	1	3
a	21.2963	194	1	1	4
d	21.3226	189	1	1	5
s	21.3226	190	1	1	4
d	21.4393	190	1	1	4
s	21.4393	191	1	1	3
a	21.4618	195	1	1	3
a	21.4855	196	1	1	4
d	21.6595	191	1	1	5
s	21.6595	192	1	1	4
a	21.7082	197	1	1	4
a	21.7347	198	1	1	5
a	21.747	199	1	1	6
a	21.7732	200	1	1	7
d	21.7853	192	1	1	8
s	21.7853	193	1	1	7
a	21.8061	201	1	1	7
d	21.8338	193	1	1	8
s	21.8338	194	1	1	7
d	21.8493	194	1	1	7
s	21.8493	195	1	1	6
a	21.9193	202	1	1	6
a	21.9356	203	1	1	7
d	21.9969	195	1	1	8
s	21.9969	196	1	1	7
a	22.0992	204	1	1	7
d	22.1358	196	1	1	8
s	22.1358	197	1	1	7
d	22.1373	197	1	1	7
s	22.1373	198	1	1	6
a	22.1672	205	1	1	6
d	22.4295	198	1	1	7
s	22.4295	199	1	1	6
a	22.4458	206	1	1	6
d	22.494	199	1	1	7
s	22.494	200	1	1	6
a	22.5404	207	1	1	6
a	22.6906	208	1	1	7
a	22.7034	209	1	1	8
d	22.7298	200	1	1	9
s	22.7298	201	1	1	8
a	22.8654	210	1	1	8
d	22.9218	201	1	1	9
s	22.9218	202	1	1	8
d	22.9289	202	1	1	8
s	22.9289	203	1	1	7
a	23.0963	211	1	1	7
d	23.1813	203	1	1	8
s	23.1813	204	1	1	7
a	23.4359	212	1	1	7
d	23.4648	204	1	1	8
s	23.4648	205	1	1	7
d	23.4738	205	1	1	7
s	23.4738	206	1	1	6
a	23.5569	213	1	1	6
d	23.5657	206	1	1	7
s	23.5657	207	1	1	6
d	23.5713	207	1	1	6
s	23.5713	208	1	1	5
d	23.589	208	1	1	5
s	23.589	209	1	1	4
a	23.65	214	1	1	4
d	23.6517	209	1	1	5
s	23.6517	210	1	1	4
a	23.6691	215	1	1	4
d	23.6883	210	1	1	5
s	23.6883	211	1	1	4
a	23.7715	216	1	1	4
d	23.8234	211	1	1	5
s	23.8234	212	1	1	4
d	23.8877	212	1	1	4
s	23.8877	213	1	1	3
d	23.8923	213	1	1	3
s	23.8923	214	1	1	2
d	23.9843	214	1	1	2
s	23.9843	215	1	1	1
d	24.1265	215	1	1	1
s	24.1265	216	1	1	0
d	24.1801	216	0	0
a	24.3761	217	0	0	0
s	24.3761	217	1	0	0
a	24.4183	218	1	0	0
s	24.4183	218	1	1	0
d	24.424	218	0	0
a	24.5107	219	0	0	0
s	24.5107	219	1	0	0
d	24.5223	219	0	0
a	25.0593	220	0	0	0
s	25.0593	220	1	0	0
d	25.0654	220	0	0
a	25.1158	221	0	0	0
s	25.1158	221	1	0	0
d	25.1399	221	0	0
a	25.177	222	0	0	0
s	25.177	222	1	0	0
a	25.344	223	1	0	0
s	25.344	223	1	1	0
d	25.44	223	0	0
a	25.9502	224	0	0	0
s	25.9502	224	1	0	0
d	26.0375	224	0	0
a	26.2278	225	0	0	0
s	26.2278	225	1	0	0
a	26.2452	226	1	0	0
s	26.2452	226	1	1	0
a	26.2684	227	1	1	0
a	26.3143	228	1	1	1
a	26.3553	229	1	1	2
a	26.3797	230	1	1	3
a	26.4502	231	1	1	4
a	26.4921	232	1	1	5
d	26.5187	226	1	1	6
s	26.5187	227	1	1	5
d	26.5559	227	1	1	5
s	26.5559	228	1	1	4
d	26.5877	228	1	1	4
s	26.5877	229	1	1	3
d	26.6128	229	1	1	3
s	26.6128	230	1	1	2
a	26.7084	233	1	1	2
a	26.7241	234	1	1	3
a	26.7729	235	1	1	4
a	26.8115	236	1	1	5
d	26.96	230	1	1	6
s	26.96	231	1	1	5
d	27.0194	231	1	1	5
s	27.0194	232	1	1	4
d	27.0248	232	1	1	4
s	27.0248	233	1	1	3
a	27.0848	237	1	1	3
a	27.2282	238	1	1	4
d	27.3082	233	1	1	5
s	27.3082	234	1	1	4
d	27.31	234	1	1	4
s	27.31	235	1	1	3
d	27.3578	235	1	1	3
s	27.3578	236	1	1	2
a	27.4427	239	1	1	2
a	27.4516	240	1	1	3
d	27.4808	236	1	1	4
s	27.4808	237	1	1	3
d	27.5173	237	1	1	3
s	27.5173	238	1	1	2
a	27.5629	241	1	1	2
d	27.6693	238	1	1	3
s	27.6693	239	1	1	2
a	27.7693	242	1	1	2
d	27.8118	239	1	1	3
s	27.8118	240	1	1	2
d	27.8221	240	1	1	2
s	27.8221	241	1	1	1
a	27.8417	243	1	1	1
a	27.8531	244	1	1	2
a	27.9439	245	1	1	3
d	28.0461	241	1	1	4
s	28.0461	242	1	1	3
d	28.0707	242	1	1	3
s	28.0707	243	1	1	2
a	28.2244	246	1	1	2
a	28.2272	247	1	1	3
d	28.2469	243	1	1	4
s	28.2469	244	1	1	3
a	28.2554	248	1	1	3
d	28.2608	244	1	1	4
s	28.2608	245	1	1	3
d	28.3391	245	1	1	3
s	28.3391	246	1	1	2
a	28.4285	249	1	1	2
a	28.4604	250	1	1	3
a	28.7016	251	1	1	4
a	28.8021	252	1	1	5
d	28.8976	246	1	1	6
s	28.8976	247	1	1	5
d	28.8984	247	1	1	5
s	28.8984	248	1	1	4
a	28.9319	253	1	1	4
a	29.085	254	1	1	5
d	29.2239	248	1	1	6
s	29.2239	249	1	1	5
a	29.2699	255	1	1	5
d	29.3635	249	1	1	6
s	29.3635	250	1	1	5
d	29.4112	250	1	1	5
s	29.4112	251	1	1	4
d	29.4234	251	1	1	4
s	29.4234	252	1	1	3
d	29.4297	252	1	1	3
s	29.4297	253	1	1	2
a	29.4782	256	1	1	2
a	29.5058	257	1	1	3
a	29.5545	258	1	1	4
d	29.5928	253	1	1	5
s	29.5928	254	1	1	4
a	29.6012	259	1	1	4
d	29.6024	254	1	1	5
s	29.6024	255	1	1	4
d	29.6106	255	1	1	4
s	29.6106	256	1	1	3
d	29.6515	256	1	1	3
s	29.6515	257	1	1	2
a	29.6886	260	1	1	2
a	29.7388	261	1	1	3
a	29.8013	262	1	1	4
d	29.8407	257	1	1	5
s	29.8407	258	1	1	4
d	29.8466	258	1	1	4
s	29.8466	259	1	1	3
a	29.8972	263	1	1	3
d	29.9081	259	1	1	4
s	29.9081	260	1	1	3
a	29.958	264	1	1	3
d	29.9704	260	1	1	4
s	29.9704	261	1	1	3
d	30.0628	261	1	1	3
s	30.0628	262	1	1	2
a	30.1097	265	1	1	2
d	30.1677	262	1	1	3
s	30.1677	263	1	1	2
d	30.1906	263	1	1	2
s	30.1906	264	1	1	1
d	30.3533	264	1	1	1
s	30.3533	265	1	1	0
a	30.4772	266	1	1	0
a	30.582	267	1	1	1
d	30.6188	265	1	1	2
s	30.6188	266	1	1	1
a	30.6405	268	1	1	1
a	30.8206	269	1	1	2
d	30.8834	266	1	1	3
s	30.8834	267	1	1	2
d	30.9274	267	1	1	2
s	30.9274	268	1	1	1
d	31.0063	268	1	1	1
s	31.0063	269	1	1	0
a	31.0271	270	1	1	0
d	31.0567	269	1	1	1
s	31.0567	270	1	1	0
a	31.0672	271	1	1	0
a	31.1093	272	1	1	1
d	31.1385	270	1	1	2
s	31.1385	271	1	1	1
d	31.1564	271	1	1	1
s	31.1564	272	1	1	0
d	31.2088	272	0	0
a	31.2121	273	0	0	0
s	31.2121	273	1	0	0
a	31.2178	274	1	0	0
s	31.2178	274	1	1	0
d	31.2311	274	0	0
a	31.322	275	0	0	0
s	31.322	275	1	0	0
d	31.3232	275	0	0
a	31.5093	276	0	0	0
s	31.5093	276	1	0	0
d	31.5203	276	0	0
a	31.5709	277	0	0	0
s	31.5709	277	1	0	0
a	31.6227	278	1	0	0
s	31.6227	278	1	1	0
d	31.6571	278	0	0
a	31.9564	279	0	0	0
s	31.9564	279	1	0	0
d	32.0817	279	0	0
a	32.106	280	0	0	0
s	32.106	280	1	0	0
a	32.1183	281	1	0	0
s	32.1183	281	1	1	0
d	32.1525	281	0	0
a	32.1535	282	0	0	0
s	32.1535	282	1	0	0
d	32.1645	282	0	0
a	32.2571	283	0	0	0
s	32.2571	283	1	0	0
a	32.2683	284	1	0	0
s	32.2683	284	1	1	0
a	32.3735	285	1	1	0
d	32.3859	284	1	1	1
s	32.3859	285	1	1	0
a	32.4358	286	1	1	0
a	32.4703	287	1	1	1
d	32.4899	285	1	1	2
s	32.4899	286	1	1	1
a	32.5029	288	1	1	1
d	32.5205	286	1	1	2
s	32.5205	287	1	1	1
a	32.5365	289	1	1	1
a	32.7152	290	1	1	2
d	32.7176	287	1	1	3
s	32.7176	288	1	1	2
d	32.7561	288	1	1	2
s	32.7561	289	1	1	1
d	32.7654	289	1	1	1
s	32.7654	290	1	1	0
a	32.8596	291	1	1	0
d	32.8654	290	1	1	1
s	32.8654	291	1	1	0
a	32.9328	292	1	1	0
a	32.9436	293	1	1	1
d	33.0867	291	1	1	2
s	33.0867	292	1	1	1
a	33.1207	294	1	1	1
d	33.1525	292	1	1	2
s	33.1525	293	1	1	1
a	33.1678	295	1	1	1
a	33.2094	296	1	1	2
d	33.2349	293	1	1	3
s	33.2349	294	1	1	2
a	33.4764	297	1	1	2
d	33.4881	294	1	1	3
s	33.4881	295	1	1	2
a	33.7631	298	1	1	2
d	33.8463	295	1	1	3
s	33.8463	296	1	1	2
a	33.8781	299	1	1	2
a	33.9182	300	1	1	3
d	33.9643	296	1	1	4
s	33.9643	297	1	1	3
d	34.0573	297	1	1	3
s	34.0573	298	1	1	2
a	34.1345	301	1	1	2
a	34.1781	302	1	1	3
a	34.2138	303	1	1	4
d	34.3263	298	1	1	5
s	34.3263	299	1	1	4
d	34.3629	299	1	1	4
s	34.3629	300	1	1	3
a	34.3934	304	1	1	3
d	34.4114	300	1	1	4
s	34.4114	301	1	1	3
a	34.4404	305	1	1	3
d	34.4722	301	1	1	4
s	34.4722	302	1	1	3
d	34.5329	302	1	1	3
s	34.5329	303	1	1	2
a	34.6982	306	1	1	2
a	34.701	307	1	1	3
a	34.7864	308	1	1	4
a	34.7897	309	1	1	5
a	34.825	310	1	1	6
d	34.8332	303	1	1	7
s	34.8332	304	1	1	6
d	34.8718	304	1	1	6
s	34.8718	305	1	1	5
a	34.8954	311	1	1	5
d	34.9085	305	1	1	6
s	34.9085	306	1	1	5
d	35.003	306	1	1	5
s	35.003	307	1	1	4
a	35.0052	312	1	1	4
a	35.0287	313	1	1	5
a	35.2258	314	1	1	6
d	35.3027	307	1	1	7
s	35.3027	308	1	1	6
d	35.4196	308	1	1	6
s	35.4196	309	1	1	5
d	35.4439	309	1	1	5
s	35.4439	310	1	1	4
a	35.5369	315	1	1	4
d	35.5988	310	1	1	5
s	35.5988	311	1	1	4
a	35.6629	316	1	1	4
d	35.6712	311	1	1	5
s	35.6712	312	1	1	4
d	35.7534	312	1	1	4
s	35.7534	313	1	1	3
d	35.8211	313	1	1	3
s	35.8211	314	1	1	2
d	35.8712	314	1	1	2
s	35.8712	315	1	1	1
d	35.8989	315	1	1	1
s	35.8989	316	1	1	0
d	35.9902	316	0	0
